Accession	H3K4	H3K36	H2AK7	H2AZK14	H2BK11	H2BK16	H3Nterm	H3K9	H3K14	H3K18	H3K23	H3K27	H3K56	H4Nterm	H4K8	H4K12	H4K16	H2A	H2B	H3	H4	H2AZ
YBL029W 	-0.114175777	-0.984982938	-1.144711255	-1.547838059	-1.124492027	-1.054293877	0.1511856660	-0.891308251	-1.025808713	-0.968079466	-0.981243026	-0.581230476	-0.121658266	0.1596256590	-0.967209750	-0.941330209	-0.731640804	-1.473926048	-0.802911450	-0.208032330	-0.372832395	-2.057194023
YBL030C 	0.1397385510	-0.339982938		-0.762714129			-0.091187101							-0.068320157				-0.182481991	-0.306427512	-0.183032330	-0.249689538	-0.589034229
YBL031W 	0.3215181260	0.1211956330	-0.417809679	-0.141555843	0.0631169420	-0.180044511	-0.588916890	-0.664401519	-0.554433950	-0.581548469	-0.196418645	-0.450618181	-0.712899897	-0.319349094	-0.167028893	-0.364298320	-0.338876034	0.1500987040	-0.226595638	-0.158032330	-0.052118110	0.4531473010
YBL032W 	-0.391173225	-0.195357938	-0.626532214	-0.320678060	-0.119871163	-0.324189302	-0.068103980	-0.072960023	-0.345013797	-0.388486751	-0.292467245	-0.613995668	-0.061814658	-0.307807534	-0.032636923	-0.145337544	-0.105260482	-0.686135280	-0.520459807	-0.333032330	-0.263832395	0.7837041370
YBL033C 	-0.391173225	-0.195357938	-0.626532214	-0.320678060	-0.119871163	-0.324189302	-0.068103980	-0.072960023	-0.345013797	-0.388486751	-0.292467245	-0.613995668	-0.061814658	-0.307807534	-0.032636923	-0.145337544	-0.105260482	-0.686135280	-0.520459807	-0.333032330	-0.263832395	0.7837041370
YBL034C 	0.2883361400	0.2075527760	-0.341876002	-0.357654262	0.0281581450	-0.181122172	-0.448975471	-0.354790016	-0.295635981	-0.664693224	-0.115884976	-0.295982354	-0.070819998	-0.309250229	-0.120560651	-0.345275078	-0.224425288		-0.127332469	0.1944676700	0.1165961760	1.2737659649
YBL035C 	-0.464750672	0.2348503950		-0.584380896			-0.397038450						-0.569228714	-0.491029804					-0.292028286	-0.060532330	-0.094260967	
YBL036C 	0.0171094720	0.4554545620		0.4193045420			-0.069546675						-0.495136780	-0.182293065				0.3618235730	-0.220061830	-0.035532330	-0.050118110	
YBL037W 	0.2666957140	0.3580795620	0.7332834980		0.4353948820	0.2631009440	0.0415408430	0.2288087510	0.2041591140	-0.106236544	0.2516353040	0.2589895610	-0.325742924	0.4236388520	0.4418598140	0.4520676720	-0.060372128		-0.159807072	0.1359676700	0.2598818900	0.4536205820
YBL038W 	-0.199294784	0.0042670620					0.0242285020						-0.301553675	0.3702591350				-0.225675103	-0.147965418	-0.233032330	-0.250689538	0.2757038780
YBL039C 	-0.199294784	0.0042670620					0.0242285020						-0.301553675	0.3702591350				-0.225675103	-0.147965418	-0.233032330	-0.250689538	0.2757038780
YBL040C 	0.4340483390	0.0109545620	0.0900845610	-0.370529578	-0.040988444	0.0129263850	0.0559677930	-0.127262241	0.0338703000	0.0036369720	0.2802157480	0.3474023790	1.2486654399	0.0398819710	-0.083780152	-0.006832560	-0.018781576	0.4511295970	0.0193369720	-0.000532330	0.0624533190	0.4088176980
YBL041W 	-0.558525849	-0.359232938		-0.171373706			0.1353160210						0.0876991890	-0.160652640				-1.047677734	-0.730712131	-0.410532330	-0.430689538	-1.503291726
YBL042C 	-0.558525849	-0.359232938		-0.171373706			0.1353160210						0.0876991890	-0.160652640				-1.047677734	-0.730712131	-0.410532330	-0.430689538	-1.503291726
YBL043W 	-0.040598330	-0.559232938		-0.905217081			-0.285950931							-0.237115477				0.0597131350	-0.254156982	0.0994676700	0.0311676050	0.5363207510
YBL044W 	-0.627775211	-0.052982938	-0.552724971	-0.752826774	-0.258559506	-0.390186651	-0.206602704	-0.530463747	-0.374055006	0.2422100310	-0.226782374	-0.079890266	-0.708961790	-0.035138171	-0.869819060	-0.224425211	-0.549180387	-0.239558566	-0.713981240	-0.173032330	-0.237118110	-0.269199118
YBL045C 	-0.627775211	-0.052982938	-0.552724971	-0.752826774	-0.258559506	-0.390186651	-0.206602704	-0.530463747	-0.374055006	0.2422100310	-0.226782374	-0.079890266	-0.708961790	-0.035138171	-0.869819060	-0.224425211	-0.549180387	-0.239558566	-0.713981240	-0.173032330	-0.237118110	-0.269199118
YBL046W 	-0.407042870	-0.223232938		-0.279090037			-0.599015755						-0.855660117	0.2981243830				0.0556924850	-0.015900313	0.1094676700	0.0450247480	1.2487402249
YBL047C 	-0.407042870	-0.223232938		-0.279090037			-0.599015755						-0.855660117	0.2981243830				0.0556924850	-0.015900313	0.1094676700	0.0450247480	1.2487402249
YBL049W 	0.1007857840	0.4131956330	-0.083116389	-0.460149584	0.0727993780	-0.101165303	-0.030593909	-0.351117478	-0.302099054	-0.359257508	-0.461247309	-0.171877525	-0.519001278	0.8535619740	-0.045763695	-0.103779384	0.1410691410	0.2447550160	0.1483495370	0.2719676700	0.2128818900	-0.904029542
YBL050W 	-0.070894925	-0.066590081					-0.134467952							0.0384392760				-0.159839209		0.1134676700	-0.005832395	1.4695118420
YBL051C 	-0.070894925	-0.066590081					-0.134467952							0.0384392760				-0.159839209		0.1134676700	-0.005832395	1.4695118420
YBL052C 	-0.069452230	0.1624099190		-0.268469596			-0.270081286							0.5318409800				0.1857717780	0.0175552910	0.0119676700	-0.023689538	0.2691050150
YBL053W 	-0.509474218	0.7363503950					-0.547078734						-0.153463779	-0.747829521					-0.375064298	0.2269676700	0.2103104620	-1.438326208
YBL054W 	-0.042041025	-0.279232938		0.4617887040			0.2997832550						-0.215599287	0.8203799880				-0.287966102	-0.164813191	-0.018032330	-0.028260967	0.4263355550
YBL055C 	-0.042041025	-0.279232938		0.4617887040			0.2997832550						-0.215599287	0.8203799880				-0.287966102	-0.164813191	-0.018032330	-0.028260967	0.4263355550
YBL056W 	-0.144472373	-0.150732938	1.1007194330		0.8438077430	0.7238861710	0.1165609850	0.2513300930	0.6083172740	0.7959640210	0.9354831340	0.3980899650	-0.294268070	0.3515041000	0.6883017210	0.9959699740	0.3702206660	-0.069725981	-0.014009039	-0.113032330	-0.008975252	1.1049765979
YBL057C 	-0.144472373	-0.150732938	1.1007194330		0.8438077430	0.7238861710	0.1165609850	0.2513300930	0.6083172740	0.7959640210	0.9354831340	0.3980899650	-0.294268070	0.3515041000	0.6883017210	0.9959699740	0.3702206660	-0.069725981	-0.014009039	-0.113032330	-0.008975252	1.1049765979
YBL058W 	-0.057910670	-0.012045438	0.5207893130	0.4872220250	0.4466248380	0.4472163250	0.0646239640	0.3349650180	0.7782765000	0.3782847000	0.3562816920	0.0445556180	-0.155073426	0.3111086390	0.3253152120	0.5981107470	0.4621489020		-0.264896790	-0.155532330	-0.008403824	0.5415706350
YBL059W 	0.3936528780	0.1321242050		0.3972887250			0.5666818380						-0.368293985	0.5765645260				0.3034864590	0.1526822980	0.3669676700	0.1367390330	0.1459280020
YBL060W 	0.2032171320	-0.168032938	1.3047481990	0.7381502610	1.2966515610	1.1517779310	0.3993292130	0.8627036590	0.6685307100	1.1601909589	1.1730867920	0.8675088940	-0.103878586	0.4380658020	0.4708797900	0.6290162550	0.5265993270	0.3274822800	0.0840120580	-0.010532330	0.0481676050	0.4950037660
YBL061C 	0.2032171320	-0.168032938	1.3047481990	0.7381502610	1.2966515610	1.1517779310	0.3993292130	0.8627036590	0.6685307100	1.1601909589	1.1730867920	0.8675088940	-0.103878586	0.4380658020	0.4708797900	0.6290162550	0.5265993270	0.3274822800	0.0840120580	-0.010532330	0.0481676050	0.4950037660
YBL062W 	-0.649415637	0.9834337290		-0.578979678			-0.265753201						-1.019557617	-1.021941578					-0.418671928	-0.130532330	-0.235403824	-2.262388735
YBL063W 	0.0979003940	-0.350545438	-0.388043264		-0.321019982	-0.474739295	-1.154453345	-0.789506432	-0.481444621	-0.877721444	-0.174027239	-0.898663253	-0.175629461	-0.476602854	0.1214312870	-0.292387976	-0.327247131	-0.156403180	0.0024405440	0.0194676700	-0.026118110	0.7835470320
YBL064C 	0.0979003940	-0.350545438	-0.388043264		-0.321019982	-0.474739295	-1.154453345	-0.789506432	-0.481444621	-0.877721444	-0.174027239	-0.898663253	-0.175629461	-0.476602854	0.1214312870	-0.292387976	-0.327247131	-0.156403180	0.0024405440	0.0194676700	-0.026118110	0.7835470320
YBL065W 	-0.297398047	0.4340170620		-0.510073139			-0.066661285							-0.258755903				0.2569874840	0.1060861230	0.0219676700	0.0418104620	-0.726148337
YBL067C 	-0.297398047	0.4340170620		-0.510073139			-0.066661285							-0.258755903				0.2569874840	0.1060861230	0.0219676700	0.0418104620	-0.726148337
YBL068W 	0.6605514600	0.3201420620		0.3758412800			0.2435181490						-0.183104689	0.3601602700				0.3809770110	0.1327003100	0.0969676700	0.1965961760	0.4600636230
YBL069W 	-0.069452230	0.0653670620		0.5550668670			-0.264310506						-0.434750328	-0.299151364					-0.106052761	-0.076532330	0.0063104620	-0.454950804
YBL070C 	0.6605514600	0.3201420620		0.3758412800			0.2435181490						-0.183104689	0.3601602700				0.3809770110	0.1327003100	0.0969676700	0.1965961760	0.4600636230
YBL071C 	-0.069452230	0.0653670620		0.5550668670			-0.264310506						-0.434750328	-0.299151364					-0.106052761	-0.076532330	0.0063104620	-0.454950804
YBL072C 	-0.509474218	-0.116045438		0.2807841430			0.4050999930						0.3258444060	0.7496879310				-0.369867923	-0.180784523	-0.398032330	-0.204689538	-0.546467201
YBL073W 	-0.647972942	1.2311956330		-0.811024214			-0.824076182						-0.192328120	-0.763699167				0.3073143160	0.1709322970	0.3494676700	0.1770247480	-2.714690813
YBL074C 	-0.327694643	0.7236003950		-0.069801517			0.2507316240						-0.458609721	0.6703397040				-0.824292843	-0.460357192	0.0919676700	-0.108832395	
YBL075C 	-0.647972942	1.2311956330		-0.811024214			-0.824076182						-0.192328120	-0.763699167				0.3073143160	0.1709322970	0.3494676700	0.1770247480	-2.714690813
YBL076C 	-0.711451524	0.2830170620		0.6127103200			-0.001740008						0.2488327050	0.1798233900					0.0976590130	-0.040532330	0.0128818900	
YBL077W 	-0.350777763	0.3981420620		-0.767884860			-0.502355188						-0.065843472	-0.718975621					-0.369110681	0.0394676700	-0.069118110	
YBL078C 	-0.350777763	0.3981420620		-0.767884860			-0.502355188						-0.065843472	-0.718975621					-0.369110681	0.0394676700	-0.069118110	
YBL079W 	0.2883361400	0.1295170620		0.1233062080			0.4166415540						0.3500645670	0.4784612630				0.2791332150	-0.219761250	-0.108032330	-0.226832395	0.9297583109
YBL080C 	0.2883361400	0.1295170620		0.1233062080			0.4166415540						0.3500645670	0.4784612630				0.2791332150	-0.219761250	-0.108032330	-0.226832395	0.9297583109
YBL081W 	0.3907674880	-0.479661509	0.6276471230	0.9251350260	1.0650455070	1.0215314339	0.1858103470	0.1839845490	0.2688212090	1.1162309090	0.5740509020	0.6869537520	0.2625274460	0.2634997020	0.4992739660	0.3832459900	0.4865070210	0.2338866830	-0.061560341	0.4519676700	0.5085961760	1.0623361680
YBL082C 	0.3907674880	-0.479661509	0.6276471230	0.9251350260	1.0650455070	1.0215314339	0.1858103470	0.1839845490	0.2688212090	1.1162309090	0.5740509020	0.6869537520	0.2625274460	0.2634997020	0.4992739660	0.3832459900	0.4865070210	0.2338866830	-0.061560341	0.4519676700	0.5085961760	1.0623361680
YBL083C 	0.3907674880	-0.479661509	0.6276471230	0.9251350260	1.0650455070	1.0215314339	0.1858103470	0.1839845490	0.2688212090	1.1162309090	0.5740509020	0.6869537520	0.2625274460	0.2634997020	0.4992739660	0.3832459900	0.4865070210	0.2338866830	-0.061560341	0.4519676700	0.5085961760	1.0623361680
YBL084C 	-0.298840742	0.0976003950		-0.210400268			-0.408580010						0.4339988750	0.4019984260					-0.024583078	0.2244676700	0.0918818900	
YBL085W 	-0.324809253	-0.218161509	-0.425781086		-0.243271418	-0.504525392	-0.500912492	-0.186939465	-0.554990679	-0.548552610	-0.345657621	-0.575644618	0.0649698830	-0.449191648	-0.495157996	-0.442474154	-0.220993115	-0.037844293	0.0866922070	0.0069676700	0.0155961760	-0.469538552
YBL086C 	-0.324809253	-0.218161509	-0.425781086		-0.243271418	-0.504525392	-0.500912492	-0.186939465	-0.554990679	-0.548552610	-0.345657621	-0.575644618	0.0649698830	-0.449191648	-0.495157996	-0.442474154	-0.220993115	-0.037844293	0.0866922070	0.0069676700	0.0155961760	-0.469538552
YBL087C 	-1.037500603	-0.052170438	-0.064125845	-0.669754706	0.1527711340	-0.127138902	0.0429835380	0.3122837580	0.0688801820	1.0095644399	0.1666514690	0.2618950250	-0.486682732	-0.620872358	-0.225794337	0.0904574070	-0.132403006		-0.828161954	-0.500532330	-0.439118110	-2.129562124
YBL088C 	0.2998777000	0.0061420620		0.3800028270			0.1569564460						0.1850625020	0.1697245250					0.0219280920	-0.023032330	0.1148818900	-0.423853336
YBL089W 	0.5076257860	0.1676242050		0.2608201160			0.6186188590							0.4467219720					0.2130380920	0.2069676700	0.2433104620	
YBL090W 	0.0416352880	-0.186090081	0.8574041910	0.9167412880	0.6819097540	0.9321459500	0.2767001350	0.4609375300	0.8464732310	1.0094854310	0.8995209080	0.6345608040	0.3779849170	0.1509694890	0.8276217550	0.5320287940	0.8697546779	0.5657297340	0.0459275470	-0.008032330	0.1890247480	
YBL091C 	0.0416352880	-0.186090081	0.8574041910	0.9167412880	0.6819097540	0.9321459500	0.2767001350	0.4609375300	0.8464732310	1.0094854310	0.8995209080	0.6345608040	0.3779849170	0.1509694890	0.8276217550	0.5320287940	0.8697546779	0.5657297340	0.0459275470	-0.008032330	0.1890247480	
YBL091C-A 	0.3316169910	-0.123482938	0.2485301320		0.0681729360	0.1595943830	0.0732801340	0.4291057750	0.4765541330	0.2264392650	0.1792121390	0.0518281930	0.7837624860	0.4524927530	0.7768957650	0.2784978210	0.1169375810	0.2156569180	0.2405633380	0.0044676700	0.1383104620	0.0342923890
YBL092W 	-0.584494360	-0.473232938	-0.370578844	-0.105960304	-0.272112547	-0.306391986	0.4498235390	0.2414788150	0.0324147340	0.3794581380	-0.145546436	0.0473618130		-0.006284270	-0.205223824	-0.052093952	-0.182539599	-0.981877837	-0.437295926	-0.325532330	-0.238832395	-1.345318056
YBL093C 	-0.584494360	-0.473232938	-0.370578844	-0.105960304	-0.272112547	-0.306391986	0.4498235390	0.2414788150	0.0324147340	0.3794581380	-0.145546436	0.0473618130		-0.006284270	-0.205223824	-0.052093952	-0.182539599	-0.981877837	-0.437295926	-0.325532330	-0.238832395	-1.345318056
YBL094C 	0.2652530190	0.8798384910		0.1967741430			-0.438876606						0.1681025140	-0.252985122				0.4660079570	0.0841627120	0.1119676700	0.2381676050	-1.785423581
YBL095W 	-0.441667551	0.4174813480		-0.364533363			-0.261425116						0.4412301280	-0.444863563					-0.261011783	-0.045532330	-0.281118110	
YBL096C 	0.2652530190	0.8798384910		0.1967741430			-0.438876606						0.1681025140	-0.252985122				0.4660079570	0.0841627120	0.1119676700	0.2381676050	-1.785423581
YBL097W 	0.0805880540	0.2537670620		0.2510719230			-0.522552918						0.1583100100	-0.203933491					-0.140570246	0.1369676700	-0.068975252	0.6130433330
YBL098W 	-0.495047267	0.0254813480	-0.724287349		-0.553536507	-0.304939526	-0.904867104	-0.642554647	-0.863617717	-0.771667781	-0.588702810	-0.571543060	-0.014018911	-0.211146966	-0.885114956	-0.569480645	-0.414335029	0.1084744850	-0.086778976	0.1844676700	-0.002403824	-0.537086018
YBL099W 		-0.174232938		-0.178916665														-0.342006278	-0.386982717			-1.481349722
YBL100C 	-0.495047267	0.0254813480	-0.724287349		-0.553536507	-0.304939526	-0.904867104	-0.642554647	-0.863617717	-0.771667781	-0.588702810	-0.571543060	-0.014018911	-0.211146966	-0.885114956	-0.569480645	-0.414335029	0.1084744850	-0.086778976	0.1844676700	-0.002403824	-0.537086018
YBL101C 	0.0459633730	-0.429161509	-0.156949553	-0.244162153	0.0610617180	0.1937046350	0.2565024040	-0.094693272	-0.092058320	0.0943635700	-0.247079166	0.0655510020	0.0135139920	-0.068320157	-0.016818370	-0.102098754	0.0604290140	0.2843583290	0.0107068840	0.2294676700	0.1897390330	-0.232251224
YBL101W-A 	0.0459633730	-0.429161509	-0.156949553	-0.244162153	0.0610617180	0.1937046350	0.2565024040	-0.094693272	-0.092058320	0.0943635700	-0.247079166	0.0655510020	0.0135139920	-0.068320157	-0.016818370	-0.102098754	0.0604290140	0.2843583290	0.0107068840	0.2294676700	0.1897390330	-0.232251224
YBL101W-B 			0.6223603540	0.8641096260	0.3329719570	0.4808150540		0.0261527810	0.4569134520	-0.192630446	0.4024000640	0.0806107130	-0.617572361		0.2389431810	0.5958031470	0.4680929880	0.1857324220	0.3381902560			-0.656360930
YBL102W 	0.3575855020	-0.015161509					0.1252171550						-0.288032157	0.1076886380					0.0208584290	0.2794676700	0.3020247480	0.6912299940
YBL103C 	0.3575855020	-0.015161509					0.1252171550						-0.288032157	0.1076886380					0.0208584290	0.2794676700	0.3020247480	0.6912299940
YBL104C 	-0.684040318	0.2277045620	0.3066358260	0.1626871420	0.1550494560	0.0847485970	-0.102728661	-0.015663323	0.1974533030	-0.123512249	0.0710133380	0.0559093870	-0.929303605	0.3399625390	-0.010302935	0.1359223680	0.1997149680	0.4900979530	0.0577325540	0.6217176700	0.3565961760	0.4654934560
YBL105C 	-0.013187124	0.4969099190	-0.068303868	0.0675877720	-0.140187046	-0.091313168	0.0213431120	-0.076018552	-0.282053056	0.2861975210	0.0599682430	0.0865009690	0.1650740110	-0.017825831	0.0769793660	-0.221287353	0.1538371410	0.3402659940	0.0405079090	0.2569676700	0.1565961760	1.1550894690
YBL106C 	-0.584494360	0.4926003950	-0.169420104	-0.654631773	-0.329290724	-0.224415751	-0.153222988	0.0019068950	-0.737688734	-0.638029604	-0.305055218	-0.122376103	-0.440615443	-0.075533632	-0.506155876	-0.475532543	0.3862344310	0.2369865220	0.0594515900	0.3969676700	0.1610247480	-1.689364095
YBL107C 	-0.235362160													-1.088305550						0.0819676700	-0.002856205	
YBL107W-A 	-1.517918051	-0.608566271	-1.573701580		-1.116649213	-1.109433965	-1.245343134	-1.268054103	-1.710266193	-1.803667874	-1.108838440	-1.017768940	-0.026838114	-1.228246970	-1.566886886	-1.204161556	-1.157118496	0.2957931000	-0.071249951	0.1444676700	0.1371676050	0.3269664340
YBL108W 	-1.402502447	-0.536661509		-1.512152734			-1.220817317						0.2775298400	-1.541311794				0.1313277900	0.2448594150	0.4044676700	0.2831676050	-0.984163206
YBL109W 	-0.363762019	-0.405832938		-0.958730020			-0.770696465						-0.086678817	-0.866130515				-0.559858614	-0.139511161	-0.075532330	-0.222260967	-1.017413914
YBL111C 	-0.363762019	-0.405832938		-0.958730020			-0.770696465						-0.086678817	-0.866130515				-0.559858614	-0.139511161	-0.075532330	-0.222260967	-1.017413914
YBL112C 	-0.363762019	-0.405832938		-0.958730020			-0.770696465						-0.086678817	-0.866130515				-0.559858614	-0.139511161	-0.075532330	-0.222260967	-1.017413914
YBL113C 	-0.363762019	-0.405832938		-0.958730020			-0.770696465						-0.086678817	-0.866130515				-0.559858614	-0.139511161	-0.075532330	-0.222260967	-1.017413914
YBR001C 	0.4715584100	0.3552045620		-0.935941558			-0.378283414						0.1174699180	-0.313578314				0.4348836700	0.0140511850	-0.065532330	-0.182260967	-0.615543470
YBR002C 	0.2032171320	-0.212482938	-0.075073734	0.3587028000	0.2223023540	0.1000117050	0.1396441060	0.0912509830	-0.183665794	0.1083837430	0.0154356520	-0.258930153	0.4073176540	0.2014638160	0.0327568370	-0.209240334	-0.270029984	0.0960625420	0.0876054660	-0.043032330	-0.081832395	
YBR003W 	0.2032171320	-0.212482938	-0.075073734	0.3587028000	0.2223023540	0.1000117050	0.1396441060	0.0912509830	-0.183665794	0.1083837430	0.0154356520	-0.258930153	0.4073176540	0.2014638160	0.0327568370	-0.209240334	-0.270029984	0.0960625420	0.0876054660	-0.043032330	-0.081832395	
YBR004C 	0.1195408200	-0.100045438	-0.088351579	0.2788871010	0.0892417420	-0.079107674	0.1194463750	-0.105344033	0.0305598490	-0.076697648	-0.071402460	-0.110249825	0.3534963670	-0.169308810	0.5068252610	0.2149714930	0.1531453930	0.1227680440	-0.031982964	0.0519676700	-0.399975252	0.2907892330
YBR005W 	0.1195408200	-0.100045438	-0.088351579	0.2788871010	0.0892417420	-0.079107674	0.1194463750	-0.105344033	0.0305598490	-0.076697648	-0.071402460	-0.110249825	0.3534963670	-0.169308810	0.5068252610	0.2149714930	0.1531453930	0.1227680440	-0.031982964	0.0519676700	-0.399975252	0.2907892330
